             0.269380000000000	          	      0x55
             0.279880000000000	      0xE6	          
             0.291360000000000	      0xD6	          
             0.303240000000000	      0x60	          
             1.238140000000000	          	      0x55
             1.249620000000000	      0xE6	          
             1.260260000000000	      0xD6	          
             1.271740000000000	      0x60	          
             1.749400000000000	      0xBD	          
             1.772320000000000	          	      0xBC
             2.100800000000000	          	      0xCD
             2.107520000000000	          	      0x80
             2.436280000000000	          	      0xC0
             2.443000000000000	          	      0x80
             2.468180000000000	          	      0xC0
             2.474880000000000	          	      0x80
             3.458920000000000	          	      0x55
             3.470900000000000	      0xE6	          
             3.482800000000000	      0xD6	          
             3.494480000000000	      0x60	          
             3.513100000000000	          	      0xCD
             3.519820000000000	          	      0x80
             3.881840000000000	          	      0xC0
             3.888560000000000	          	      0x80
             3.910440000000000	          	      0xC0
             3.917140000000000	          	      0x80
             4.900960000000000	          	      0x55
             4.912460000000000	      0xE6	          
             4.924360000000000	      0xD6	          
             4.935820000000000	      0x60	          
             4.978880000000000	          	      0xCD
             4.985600000000000	          	      0x80
             5.360820000000000	          	      0xC0
             5.367540000000000	          	      0x80
             5.390800000000000	          	      0xC0
             5.397520000000000	          	      0x80
             6.381320000000000	          	      0x55
             6.392620000000000	      0xE6	          
             6.404300000000000	      0xD6	          
             6.416200000000000	      0x60	          
             6.435520000000000	          	      0xCD
             6.442240000000000	          	      0x80
             6.745320000000000	          	      0xC0
             6.752040000000000	          	      0x80
             6.778640000000000	          	      0xC0
             6.785360000000000	          	      0x80
             7.758740000000000	          	      0xCD
             7.765480000000000	          	      0x80
             8.159720000000000	          	      0xC0
             8.166460000000001	          	      0x80
             8.188260000000000	          	      0xC0
             8.194960000000000	          	      0x80
             9.178559999999999	          	      0x55
             9.189399999999999	      0xE6	          
             9.201079999999999	      0xD6	          
             9.212980000000000	      0x60	          
             9.232980000000000	          	      0xCD
             9.239680000000000	          	      0x80
             9.568680000000001	          	      0xC0
             9.575400000000000	          	      0x80
             9.597860000000001	          	      0xC0
             9.604580000000000	          	      0x80
            10.588160000000000	          	      0x55
            10.599480000000000	      0xE6	          
            10.611359999999999	      0xD6	          
            10.622840000000000	      0x60	          
            10.704280000000001	          	      0xCD
            10.711000000000000	          	      0x80
            10.998279999999999	          	      0xC0
            11.005000000000001	          	      0x80
            11.029240000000000	          	      0xC0
            11.035959999999999	          	      0x80
            12.033320000000000	      0xE6	          
            12.044580000000000	      0xD6	          
            12.056260000000000	      0x60	          
            13.005559999999999	      0xE6	          
            13.018079999999999	      0xD6	          
            13.028919999999999	      0x60	          
            13.974259999999999	      0xE6	          
            13.985939999999999	      0xD6	          
            13.997620000000000	      0x60	          
